"lat","lon","created","text","language","n_followers","n_tweets","user_location"
52.938636,0.497942,"2014-07-16 22:17:23","and that will be the end of the we need","en",455,905,"Norfolk, UK"
51.507517,-0.132009,"2014-07-07 13:24:51","Epic cycling Did a of TdF stage 2 today amp","en",201,558,"London"
51.50613,-0.142166,"2014-07-07 15:32:53","but this As its my first Tour de France Im","en",214,2033,"London, UK"
53.616691,-1.704161,"2014-07-06 22:44:09","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",168,412,"Huddersfield"
53.55602,-2.116352,"2014-07-06 17:27:21","Hello today was was in York I am a amp","en",290,3927,"Manchester, UK"
53.976313,-1.542727,"2014-07-07 22:45:51","here we are at Ripleycastle http","en",218,1642,"England"
53.63151,-1.797678,"2014-07-06 16:39:46","Another great day tdf http","en",789,25356,"HD1 3UP"
53.795847,-1.540867,"2014-07-05 12:33:51","C Froome R Porte G Thomas B Eisel M Nieve","en",621,3714,"Manchester"
53.600854,-1.780097,"2014-07-06 14:08:08","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",85,5309,"Dewsbury"
53.783001,-2.398366,"2014-07-04 13:15:09","so much for up DCFC are 10 thats what TdF","en",3811,31326,"Great Harwood, Lancashire"
52.547405,-1.851363,"2014-07-05 13:43:56","and that will be the end of the we need","en",738,9080,"Liverpool"
51.49424,-3.224365,"2014-07-18 20:44:33","Epic cycling Did a of TdF stage 2 today amp","en",6890,15618,"Cardiff"
53.26557,-2.154501,"2014-07-14 09:36:11","but this As its my first Tour de France Im","en",89,486,"Macclesfield/Mow Cop/New York"
52.473063,-1.909829,"2014-07-04 13:14:13","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",108,16006,"in an isolated island."
53.645688,-1.847197,"2014-07-05 11:56:24","Hello today was was in York I am a amp","en",594,8240,"West Yorkshire, England"
54.221795,-1.656005,"2014-07-05 20:36:42","here we are at Ripleycastle http","en",964,15204,"North Yorkshire "
53.945923,-1.08902,"2014-07-20 13:58:35","Another great day tdf http","en",796,13925,"York, England"
0,0,"2014-06-27 19:02:21","C Froome R Porte G Thomas B Eisel M Nieve","fr",842,88749,"albertville, france"
51.76032,0.261929,"2014-07-07 07:47:40","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",184,4566,""
52.965072,-2.068167,"2014-07-11 08:52:39","so much for up DCFC are 10 thats what TdF","en",287,10452,"Blythe Bridge Staffordshire"
53.45227,-1.44475,"2014-07-06 17:04:56","and that will be the end of the we need","en",2752,18113,"Witney, Oxfordshire, UK"
51.550805,-0.401697,"2014-07-08 20:24:13","Epic cycling Did a of TdF stage 2 today amp","en",6,48,""
53.32874,-6.430847,"2014-07-11 23:32:01","but this As its my first Tour de France Im","en",15,582,"dublin "
52.528758,-1.218445,"2014-07-05 11:31:10","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",701,14362,"Europe"
0,0,"2014-07-12 11:15:46","Hello today was was in York I am a amp","en",67,10175,"On a plane "
53.69559,-1.831303,"2014-07-06 13:33:57","here we are at Ripleycastle http","en",297,2946,""
51.41918,-0.192851,"2014-07-16 14:05:50","Another great day tdf http","en",1604,18864,"London"
51.763753,-1.597811,"2014-07-19 21:00:09","C Froome R Porte G Thomas B Eisel M Nieve","da",16,549,""
52.4734,-1.934578,"2014-07-08 05:59:26","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",666,2973,"Birmingham"
53.824468,-1.893105,"2014-07-06 08:38:25","so much for up DCFC are 10 thats what TdF","en",42,735,"west yorks"
51.676763,0.116443,"2014-07-07 16:16:15","and that will be the end of the we need","fr",13616,121653,"Essex, UK"
54.901381,-1.483658,"2014-06-09 15:29:55","Epic cycling Did a of TdF stage 2 today amp","en",348,26472,"Newcastle/South Shields"
51.746075,0.4405,"2014-07-07 20:31:15","but this As its my first Tour de France Im","en",525,7957,"essex"
0,0,"2014-07-23 21:41:10","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",245,18820,"Feltham "
54.986938,-1.595993,"2014-07-12 15:33:23","Hello today was was in York I am a amp","en",244,5019,"Newcastle"
53.9955,-1.5439,"2014-07-06 07:28:39","here we are at Ripleycastle http","en",281,2304,"London"
0,0,"2014-07-16 20:15:32","Another great day tdf http","en",189,5335,"Here, There and Everywhere"
0,0,"2014-07-07 14:39:51","C Froome R Porte G Thomas B Eisel M Nieve","en",3291,131852,"Battersea, London"
51.53038,-1.132427,"2014-07-06 20:57:57","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",398,2360,"Goring and Whitby"
51.507699,0.008094,"2014-07-07 14:55:41","so much for up DCFC are 10 thats what TdF","en",78,3633,"Perth, WA, Australia"
0,0,"2014-07-06 08:08:48","and that will be the end of the we need","en",9297,24995,"Hilversum, Netherlands"
53.336015,-2.22517,"2014-07-06 13:23:00","Epic cycling Did a of TdF stage 2 today amp","en",2920,42864,"Wilmslow"
53.602266,-1.916996,"2014-06-30 13:31:24","but this As its my first Tour de France Im","en",385,1413,"marsden huddersfield"
54.355178,-6.632075,"2014-06-21 10:55:20","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",922,11231,"Torbay, Devon and Armagh,  NI"
54.225171,-1.65491,"2014-07-04 19:36:36","Hello today was was in York I am a amp","en",695,1290,"North East U.K"
0,0,"2014-07-06 10:15:25","here we are at Ripleycastle http","en",1047,2611,"Sheffield UK "
53.795457,-1.548537,"2014-07-01 18:36:04","Another great day tdf http","en",5343,63129,""
0,0,"2014-07-03 18:43:55","C Froome R Porte G Thomas B Eisel M Nieve","en",435,16404,"Leicester Forest East, UK"
53.978578,-1.552031,"2014-07-08 18:13:31","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",100,405,"Harrogate"
52.44384,-1.87654,"2014-06-08 21:26:25","so much for up DCFC are 10 thats what TdF","en",519,5234,"UK"
51.336124,-2.208714,"2014-07-07 21:16:20","and that will be the end of the we need","en",12,387,""
51.500833,-0.121944,"2014-07-07 16:19:01","Epic cycling Did a of TdF stage 2 today amp","en",1091,8328,""
54.002509,-1.554566,"2014-07-03 09:40:32","but this As its my first Tour de France Im","en",257,11874,"South Central Harrogate UK"
53.684076,-1.840952,"2014-07-05 05:11:44","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",16515,25284,"Cyclist, Writer, Speaker"
52.953228,-1.148221,"2014-07-23 15:29:15","Hello today was was in York I am a amp","en",237,6345,"Solihull/Nottingham"
53.912171,-1.696928,"2014-07-06 13:53:56","here we are at Ripleycastle http","en",61,1072,"Worcester"
53.4152,-1.424075,"2014-07-06 18:30:55","Another great day tdf http","en",166,1272,"Stellenbosch, South Africa"
51.677183,-0.788212,"2014-07-07 08:31:41","C Froome R Porte G Thomas B Eisel M Nieve","en",19,84,"RAF High Wycombe"
51.417047,-0.189302,"2014-07-05 10:56:31","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",170,4257,"51.460808,-0.122682"
0,0,"2014-07-05 16:33:13","so much for up DCFC are 10 thats what TdF","en",149,4866,"Solihull UK"
51.79444,0.455753,"2014-07-07 08:51:01","and that will be the end of the we need","en",993,24866,""
53.228409,-6.203714,"2014-07-21 20:17:56","Epic cycling Did a of TdF stage 2 today amp","en",92,469,"Dublin, Ireland"
53.55078,-1.475025,"2014-07-06 13:07:33","but this As its my first Tour de France Im","en",199,523,"Barnsley"
53.747558,-2.712117,"2014-06-07 09:06:50","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",172,2861,"UK"
51.64434,0.429885,"2014-07-06 16:14:29","Hello today was was in York I am a amp","en",1434,7197,"Basildon Essex"
51.517785,0.04333,"2014-07-07 14:50:58","here we are at Ripleycastle http","en",48,358,"London, England"
52.471109,-2.146264,"2014-07-05 13:56:09","Another great day tdf http","en",108,2178,"Oh yes."
50.919095,-1.439668,"2014-07-20 20:44:40","C Froome R Porte G Thomas B Eisel M Nieve","en",53,238,"Portsmouth, UK"
53.615424,-2.335729,"2014-08-26 11:26:32","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",517,8692,"Manchester"
54.834473,-2.975619,"2014-07-13 15:34:29","so much for up DCFC are 10 thats what TdF","en",185,8892,"Dalston, Carlisle"
0,0,"2014-07-11 15:28:24","and that will be the end of the we need","en",347,3456,"Aberystwyth/Derby"
53.802228,-1.5491,"2014-07-05 18:04:04","Epic cycling Did a of TdF stage 2 today amp","sk",70,1646,"Leeds, UK"
53.335142,-2.229258,"2014-07-05 15:49:36","but this As its my first Tour de France Im","en",1298,6514,"Wilmslow"
53.159057,-1.368338,"2014-07-06 10:16:29","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",155,3965,"From Nottingham"
52.183671,0.168212,"2014-07-02 14:29:54","Hello today was was in York I am a amp","en",954,40260,"Cambridge"
55.823938,-4.283503,"2014-07-08 18:48:53","here we are at Ripleycastle http","en",313,14768,"Glasgow,Scotland "
54.405111,-1.744243,"2014-06-28 10:35:25","Another great day tdf http","en",1229,4203,"iPhone: 54.451767,-1.688217"
53.571978,-1.412835,"2014-07-05 11:33:48","C Froome R Porte G Thomas B Eisel M Nieve","en",291,2214,"south yorkshire"
53.993377,-1.074586,"2014-06-11 20:19:51","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",1276,16636,"york"
52.221882,0.150255,"2014-07-07 18:54:27","so much for up DCFC are 10 thats what TdF","en",473,11014,""
51.601106,0.019612,"2014-07-06 14:21:02","and that will be the end of the we need","nl",302,4795,"London"
54.023253,-1.564393,"2014-07-02 15:52:39","Epic cycling Did a of TdF stage 2 today amp","en",1197,1573,"Harrogate"
52.19717,0.144365,"2014-07-04 11:50:53","but this As its my first Tour de France Im","en",1182,6765,""
53.65782,-1.94694,"2014-07-05 10:10:29","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",145,672,"Rishworth, West Yorkshire, UK"
53.357543,-1.363282,"2014-07-06 20:10:12","Hello today was was in York I am a amp","en",110,113,""
51.850156,-0.398068,"2014-07-15 23:15:20","here we are at Ripleycastle http","fr",4141,18644,"London, Burgundy, Provence"
53.794773,-1.557446,"2014-07-01 15:39:14","Another great day tdf http","fr",737,1118,""
52.490948,-0.479139,"2014-07-03 22:16:22","C Froome R Porte G Thomas B Eisel M Nieve","en",655,5723,"The East on a foldybike/Rourke"
54.159294,-0.899725,"2014-07-05 10:30:58","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",878,9291,"Ryedale, United Kingdom"
53.736238,-1.65217,"2014-07-05 10:27:37","so much for up DCFC are 10 thats what TdF","en",24,20,"Coventry UK"
54.106508,-6.25483,"2014-07-23 05:11:27","and that will be the end of the we need","en",104,80,"Nothern Ireland,Warrenpoint"
52.211481,0.160365,"2014-06-26 09:06:02","Epic cycling Did a of TdF stage 2 today amp","en",58,1138,"Cambridgeshire "
53.801211,-1.533198,"2014-07-05 14:24:10","but this As its my first Tour de France Im","en",100,292,""
51.529636,0.024161,"2014-07-07 15:06:43","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",161,1511,"London"
52.326918,-1.203825,"2014-07-19 15:30:02","Hello today was was in York I am a amp","en",374,21743,"Road, Piste or Beach"
0,0,"2014-07-15 05:00:06","here we are at Ripleycastle http","en",1278,26440,""
52.473894,-1.897054,"2014-07-06 12:08:17","Another great day tdf http","en",114,411,""
51.513514,-0.144763,"2014-07-06 14:58:19","C Froome R Porte G Thomas B Eisel M Nieve","en",1073,59556,"Ealing"
0,0,"2014-07-02 12:35:53","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",3124,7874,"58 North St, Lds 0113 2453596"
54.309645,-1.828889,"2014-07-04 21:20:42","so much for up DCFC are 10 thats what TdF","da",357,1700,"Durham"
51.247774,-0.766478,"2014-07-16 22:26:00","and that will be the end of the we need","en",141,6555,"aldershot, uk "
53.477891,-2.231596,"2014-07-03 14:20:20","Epic cycling Did a of TdF stage 2 today amp","en",529,2151,"Saddleworth, Yorkshire"
51.581293,-0.123504,"2014-07-14 14:02:36","but this As its my first Tour de France Im","en",30,250,"51.5424, -0.1625"
55.560584,-2.831427,"2014-08-21 17:34:40","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",44,1624,"Selkirk"
53.699106,-1.891375,"2014-07-06 17:34:00","Hello today was was in York I am a amp","hu",344,1746,""
53.794388,-1.550925,"2014-07-05 12:10:21","here we are at Ripleycastle http","en",4104,2275,""
53.829039,-1.539033,"2014-07-05 08:32:13","Another great day tdf http","fr",1698,2260,"Leeds"
51.516448,-0.229046,"2014-07-05 10:17:49","C Froome R Porte G Thomas B Eisel M Nieve","en",295,10509,"London"
52.841591,0.522104,"2014-07-23 05:08:43","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",505,19561,"dersingham norfolk "
53.802397,-2.62612,"2014-07-05 11:42:13","so much for up DCFC are 10 thats what TdF","en",214,357,"Grimsargh, Preston"
51.553744,-0.200805,"2014-07-05 07:42:49","and that will be the end of the we need","en",348,825,"London"
51.521063,-0.072537,"2014-07-07 16:01:57","Epic cycling Did a of TdF stage 2 today amp","en",350,4189,"Reading"
0,0,"2014-07-03 16:21:00","but this As its my first Tour de France Im","en",387,8381,""
53.840566,-1.925165,"2014-07-06 11:46:56","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",888,3589,"Bradford, UK"
54.136111,-1.523636,"2014-07-05 08:39:26","Hello today was was in York I am a amp","en",83,362,"Sheffield, UK"
0,0,"2014-07-20 00:25:15","here we are at Ripleycastle http","en",80,4359,"My swamp"
54.222821,-1.659705,"2014-07-01 19:50:21","Another great day tdf http","en",78,422,"Masham, North Yorkshire UK"
53.405441,-1.53713,"2014-07-07 16:20:58","C Froome R Porte G Thomas B Eisel M Nieve","en",27,155,"sheffield"
51.885781,0.015974,"2014-06-26 05:49:35","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",124,494,""
0,0,"2014-07-07 12:05:02","so much for up DCFC are 10 thats what TdF","fr",624,65543,"Nr Colchester, Essex"
53.872345,-1.909454,"2014-07-06 12:32:11","and that will be the end of the we need","en",53,70,""
53.788997,-2.220401,"2014-07-04 19:11:30","Epic cycling Did a of TdF stage 2 today amp","en",80,166,"Cliviger,Burnley"
53.798351,-1.547263,"2014-07-01 21:00:17","but this As its my first Tour de France Im","en",25,262,"Somerset"
0,0,"2014-07-14 14:01:47","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",380,6398,""
51.510693,-0.041301,"2014-07-07 15:38:05","Hello today was was in York I am a amp","et",112,1269,"Billericay"
53.838054,-1.941881,"2014-06-22 12:28:56","here we are at Ripleycastle http","en",65,525,"Haworth, Yorkshire"
51.536132,0.00762,"2014-07-07 09:14:03","Another great day tdf http","en",261,1535,"Bedfordshire, England"
53.795823,-1.554201,"2014-08-05 20:31:12","C Froome R Porte G Thomas B Eisel M Nieve","en",63,336,"Oxon,  Cambridge,  Leeds"
52.030823,0.246507,"2014-07-10 21:03:07","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",171,4760,"Saffron Walden, United Kingdom"
53.698522,-1.870595,"2014-07-06 14:30:55","so much for up DCFC are 10 thats what TdF","en",56,51,"Leeds"
52.237103,-1.056007,"2014-09-25 21:16:17","and that will be the end of the we need","en",16,2220,""
53.780472,-1.827847,"2014-07-06 12:31:58","Epic cycling Did a of TdF stage 2 today amp","en",530,4339,"Yorkshire "
0,0,"2014-07-19 15:30:48","but this As its my first Tour de France Im","en",848,38372,"Wolves or Stafford"
51.500815,-0.127045,"2014-07-07 15:14:04","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",39,283,"London"
0,0,"2014-07-23 12:31:04","Hello today was was in York I am a amp","en",2,47,""
53.694546,-2.715849,"2014-07-07 21:45:17","here we are at Ripleycastle http","en",117,352,"756 miles from Milan"
53.468036,-2.108378,"2014-07-06 07:47:06","Another great day tdf http","en",278,926,"Basingstoke, UK"
51.430826,-0.145905,"2014-07-06 11:10:59","C Froome R Porte G Thomas B Eisel M Nieve","en",115,650,"London"
0,0,"2014-07-07 19:04:33","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",1437,37755,"south cave uk"
53.796843,-1.951406,"2014-07-06 13:34:52","so much for up DCFC are 10 thats what TdF","en",422,6108,"Clayton"
53.794056,-1.532771,"2014-07-05 04:55:09","and that will be the end of the we need","en",2727,7814,"Leeds"
50.718209,-3.524665,"2014-07-06 07:20:25","Epic cycling Did a of TdF stage 2 today amp","en",1950,42417,"Exeter, Devon, UK"
53.801518,-1.548307,"2014-07-05 08:17:59","but this As its my first Tour de France Im","en",604,1045,"Lausanne, Switzerland"
51.410293,-1.256925,"2014-07-06 15:43:15","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","fr",796,29711,"Thatcham, Berkshire"
54.977418,-1.516692,"2014-07-18 12:46:34","Hello today was was in York I am a amp","en",447,11479,"Hebburn, South Tyneside, UK"
51.430175,-2.626186,"2014-08-11 14:56:17","here we are at Ripleycastle http","en",181,5417,"Bristol, England"
52.065215,1.136577,"2014-07-23 18:33:55","Another great day tdf http","en",280,769,"Ipswich, UK"
53.295072,-6.261187,"2014-07-13 18:28:54","C Froome R Porte G Thomas B Eisel M Nieve","no",228,668,"Dublin"
0,0,"2014-06-22 18:39:46","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",1153,13785,"Cambridge, England"
0,0,"2014-07-01 17:52:57","so much for up DCFC are 10 thats what TdF","en",231,2452,"Huddersfield, Yorkshire"
51.308339,-0.759757,"2014-07-05 15:47:51","and that will be the end of the we need","en",1,6,"Farnborough, Hampshire"
53.802638,-1.543034,"2014-07-02 13:13:22","Epic cycling Did a of TdF stage 2 today amp","en",24,243,""
53.757824,-2.475795,"2014-06-21 18:32:13","but this As its my first Tour de France Im","en",127,1540,""
52.929575,-1.479663,"2014-07-06 14:07:11","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",148,7998,"this spot .      hehehehe x "
51.602763,0.020876,"2014-07-06 19:52:56","Hello today was was in York I am a amp","en",1304,4407,"In a East London public house"
54.01246,-1.45221,"2014-07-05 11:56:21","here we are at Ripleycastle http","fr",37,416,""
53.658157,-1.791413,"2014-07-06 18:00:14","Another great day tdf http","en",380,10318,"Huddersfield/ London "
51.402957,-0.303189,"2014-07-07 15:20:43","C Froome R Porte G Thomas B Eisel M Nieve","en",479,14336,""
53.799979,-1.693651,"2014-07-02 16:00:35","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",1015,31065,"leeds ✊"
53.9667,-2.01667,"2014-07-05 12:03:57","so much for up DCFC are 10 thats what TdF","fr",348,1713,""
50.727603,-1.97562,"2014-07-06 19:18:18","and that will be the end of the we need","en",349,1212,"Poole, Dorset, U.K"
53.739524,-0.872731,"2014-07-23 12:11:48","Epic cycling Did a of TdF stage 2 today amp","en",574,25351,"East Yorkshire"
53.456398,-2.23272,"2014-07-11 19:41:11","but this As its my first Tour de France Im","en",440,11703,"Moralia • Varese • Manchester "
52.826773,-1.647195,"2014-06-27 09:53:34","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",1067,4023,""
51.523097,-0.248987,"2014-07-15 18:01:05","Hello today was was in York I am a amp","en",171,185,"London, UK"
56.711573,-2.459818,"2014-07-19 00:02:52","here we are at Ripleycastle http","en",21715,4966,"Montrose, Scotland"
53.793284,-1.547279,"2014-07-03 15:08:15","Another great day tdf http","en",238,1386,"Leeds"
0,0,"2014-07-06 22:35:04","C Froome R Porte G Thomas B Eisel M Nieve","en",510,1740,""
53.953532,-2.082546,"2014-07-05 13:35:34","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",2057,4359,"UK"
52.483764,-2.060326,"2014-07-06 09:36:31","so much for up DCFC are 10 thats what TdF","en",330,174,"west midlands"
51.671867,-4.015276,"2014-06-17 22:39:36","and that will be the end of the we need","en",85,329,""
53.798817,-1.537449,"2014-07-05 10:14:18","Epic cycling Did a of TdF stage 2 today amp","en",678,998,"Leeds"
53.744257,-1.591458,"2014-07-05 18:02:38","but this As its my first Tour de France Im","en",1254,12571,"In and around Leeds"
51.528732,-3.216486,"2014-06-06 20:54:56","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",1,1,""
0,0,"2014-08-11 13:44:21","Hello today was was in York I am a amp","en",250,318,"Rhyl, Denbighshire, N Wales."
0,0,"2014-07-22 15:09:38","here we are at Ripleycastle http","en",357,10462,"rochdale"
53.753918,-1.437253,"2014-07-19 13:34:12","Another great day tdf http","en",94,1702,"Leeds UK 'sometimes'"
53.435368,-2.911773,"2014-07-05 20:00:09","C Froome R Porte G Thomas B Eisel M Nieve","fr",21,62,"perth austrailia"
51.484606,-2.498609,"2014-07-13 09:12:59","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",64,1281,"east bristol"
53.921228,-1.816806,"2014-07-04 23:11:38","so much for up DCFC are 10 thats what TdF","en",406,12555,"Middle of Nowhere"
53.395483,-2.891053,"2014-06-06 11:54:19","and that will be the end of the we need","en",107,3393,"liverpool"
51.306391,-0.761934,"2014-07-12 21:02:45","Epic cycling Did a of TdF stage 2 today amp","en",61,370,""
50.894018,-1.393196,"2014-07-19 15:22:56","but this As its my first Tour de France Im","en",291,2265,"Southampton UK"
51.299114,-0.465125,"2014-07-07 05:13:48","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",1846,6470,"London"
54.136218,-1.525452,"2014-07-04 17:23:53","Hello today was was in York I am a amp","fr",40,166,"ripon"
53.8003,-1.5497,"2014-07-05 14:10:51","here we are at Ripleycastle http","en",81,423,"Leeds"
53.926164,-1.822677,"2014-07-05 09:02:54","Another great day tdf http","en",1804,104062,"Greater London"
53.407881,-1.49394,"2014-07-06 08:11:40","C Froome R Porte G Thomas B Eisel M Nieve","en",243,5417,"London"
0,0,"2014-07-08 17:22:07","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",237,3041,"North Yorkshire"
53.542328,-2.063486,"2014-07-06 19:18:55","so much for up DCFC are 10 thats what TdF","en",507,11459,"manchester"
53.819832,-1.856656,"2014-07-05 15:58:52","and that will be the end of the we need","en",971,5219,"Stockton on Tees"
50.834029,-0.320805,"2014-07-20 19:05:24","Epic cycling Did a of TdF stage 2 today amp","en",303,17717,"Europes Largest Village"
54.092198,-1.318073,"2014-07-06 08:32:56","but this As its my first Tour de France Im","fr",44,324,""
0,0,"2014-07-07 08:03:34","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","fr",726,963,"London"
52.340865,-2.283193,"2014-07-06 15:32:00","Hello today was was in York I am a amp","en",191,2632,"Aberystwyth, Wales"
51.864638,-2.227697,"2014-07-07 09:29:10","here we are at Ripleycastle http","en",87,495,""
53.806958,-1.65669,"2014-06-19 19:04:16","Another great day tdf http","en",896,33183,"Yorrrrrrrrksher."
53.803325,-1.609201,"2014-07-04 05:42:05","C Froome R Porte G Thomas B Eisel M Nieve","en",5580,19199,"Leeds "
53.741483,-0.207225,"2014-07-01 19:33:37","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",45,254,""
53.761496,-0.312538,"2014-07-14 13:59:55","so much for up DCFC are 10 thats what TdF","en",613,15461,"Hull"
52.324231,-0.239187,"2014-07-08 09:02:01","and that will be the end of the we need","en",772,4052,"Brampton, Cambridgeshire"
51.539156,0.117669,"2014-06-30 18:55:57","Epic cycling Did a of TdF stage 2 today amp","en",68,472,""
0,0,"2014-07-13 15:42:00","but this As its my first Tour de France Im","pt",1174,3003,"Valencia/Lisbon"
54.60577,-2.758754,"2014-07-07 07:34:26","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",239,3827,"Cumbria"
53.932669,-0.774279,"2014-07-05 10:04:21","Hello today was was in York I am a amp","en",649,942,""
52.070868,0.179187,"2014-07-17 21:00:49","here we are at Ripleycastle http","en",520,1098,"Cambridgeshire/Saffron Walden"
53.964367,-2.019778,"2014-07-05 11:18:42","Another great day tdf http","en",360,859,"Malham, Yorkshire"
51.751749,0.096485,"2014-07-07 12:04:10","C Froome R Porte G Thomas B Eisel M Nieve","en",196,4137,"London"
54.008535,-1.551123,"2014-07-06 14:43:22","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",1324,2583,"Harrogate"
53.489451,-2.038981,"2014-07-07 21:42:49","so much for up DCFC are 10 thats what TdF","en",125,836,""
54.135494,-0.773248,"2014-07-06 06:38:52","and that will be the end of the we need","en",152,1370,"Norton / Malton "
53.762648,-2.49119,"2014-07-04 18:26:30","Epic cycling Did a of TdF stage 2 today amp","en",788,20919,"Blackburn "
51.593966,0.018016,"2014-07-07 07:14:18","but this As its my first Tour de France Im","en",712,4307,""
0,0,"2014-07-07 14:43:17","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",142,775,"Dublin"
53.998701,-1.497898,"2014-07-05 20:23:41","Hello today was was in York I am a amp","vi",436,6152,"Harrogate, North Yorkshire"
53.241209,-3.120976,"2014-06-16 23:16:00","here we are at Ripleycastle http","en",242,8913,"Pentre Ffwrndan, Cymru"
51.90198,-0.452484,"2014-07-07 08:32:15","Another great day tdf http","en",388,6170,""
54.076087,-0.201244,"2014-07-05 11:52:40","C Froome R Porte G Thomas B Eisel M Nieve","en",309,2721,"Bridlington, East Yorkshire"
52.385049,-1.736952,"2014-07-05 10:09:17","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",124,1952,"Knowle, Solihull UK"
53.434091,-1.450251,"2014-07-22 15:11:18","so much for up DCFC are 10 thats what TdF","en",1033,26076,"Sheffield"
53.771875,-1.395013,"2014-07-05 07:12:08","and that will be the end of the we need","en",851,18821,""
51.891544,-2.059457,"2014-07-06 14:04:58","Epic cycling Did a of TdF stage 2 today amp","en",29,256,"Gloucestershire"
53.798618,-1.610325,"2014-07-05 22:40:58","but this As its my first Tour de France Im","en",186,1341,"Leeds"
55.930115,-4.359524,"2014-07-06 15:27:30","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",187,4164,""
51.500796,-0.126419,"2014-07-07 12:27:38","Hello today was was in York I am a amp","en",179,814,""
57.104085,-3.990046,"2014-07-04 07:43:42","here we are at Ripleycastle http","en",813,8418,"Inverness Scotland"
52.417039,-1.850293,"2014-07-15 17:26:37","Another great day tdf http","en",204,8708,""
51.676763,0.116443,"2014-06-18 10:35:24","C Froome R Porte G Thomas B Eisel M Nieve","en",13463,119119,"Essex, UK"
53.46704,-2.21998,"2014-06-26 20:26:35","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",125,337,"Manchester"
0,0,"2014-07-07 17:55:25","so much for up DCFC are 10 thats what TdF","en",386,14224,"Wherever you go there you are."
51.574275,-0.011538,"2014-07-07 15:08:56","and that will be the end of the we need","en",187,2276,"London UK"
53.872468,-1.447172,"2014-07-07 20:11:20","Epic cycling Did a of TdF stage 2 today amp","en",42,239,"Yorkshire"
50.928945,1.863951,"2014-07-05 10:41:44","but this As its my first Tour de France Im","pt",1272,41927,"Calais"
0,0,"2014-07-03 13:15:28","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",69,3283,"West Yorkshire"
53.799752,-2.260838,"2014-07-05 07:22:22","Hello today was was in York I am a amp","en",779,20303,"Burnley/Newcastle"
51.461858,-2.60914,"2014-07-06 12:49:02","here we are at Ripleycastle http","en",248,14691,"Bristol, UK"
53.395518,-1.547027,"2014-07-06 21:56:22","Another great day tdf http","en",113,3036,""
53.993229,-1.539277,"2014-07-07 07:29:35","C Froome R Porte G Thomas B Eisel M Nieve","en",241,4924,""
53.643038,-1.761277,"2014-07-06 19:25:32","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",59,8,"Huddersfield"
53.045712,-3.002344,"2014-06-09 18:33:51","so much for up DCFC are 10 thats what TdF","in",280,25741,"Wrexham, Wales"
